player_id,player_object_id,player_name,dob,dod,batting_style,bowling_style,country_id
8244,6938,Ashley Noffke,4/30/77,,right-hand bat,right-arm fast-medium,2
114770,1362934,Michael Charlie,,,right-hand bat,right-arm medium,20
109700,1271991,Usman Arif,11/16/90,,right-hand bat,right-arm medium-fast,175
110013,1276399,Jack Gardner,12/23/00,,,,20
43,13424,W.G. Grace,1848-07-18,10/23/15,right-hand bat,,1
1146,6625,Frank Misson,11/19/38,,right-hand bat,right-arm fast-medium,2
113179,1333976,Siteri Tabuisulu,8/18/99,,right-hand bat,left-arm medium-fast,10
114639,1360653,Rahul Ahir,12/19/95,,right-hand bat,right-arm medium,183
47110,51786,Kirk Edwards,11/3/84,,right-hand bat,right-arm offbreak,4
103550,1159163,Chen Zhuo Yue,2/3/03,,left-hand bat,slow left-arm orthodox,121
1332,52929,John Shepherd,11/9/43,,right-hand bat,right-arm medium,4
54283,326017,Siddarth Kaul,5/19/90,,right-hand bat,right-arm medium,6
1340,11870,Mike Denness,12/1/40,4/19/13,right-hand bat,,1
5426,23691,Clay Smith,1/15/71,,right-hand bat,right-arm offbreak,12
96759,1083067,Villame Manakitoga,9/12/89,,right-hand bat,right-arm medium,10
103588,1159711,Shahbaz Ahmed,12/11/94,,left-hand bat,slow left-arm orthodox,6
1892,41304,Moin-ul-Atiq,8/5/64,,right-hand bat,legbreak,7
765,5565,Ron Hamence,11/25/15,3/24/10,right-hand bat,right-arm medium,2
7145,39019,Atiq-uz-Zaman,11/30/75,,right-hand bat,,7
6335,45797,Justin Kemp,10/2/77,,right-hand bat,right-arm fast-medium,3
105168,1182028,Anilkumar Natubhai Ahir,5/26/87,,right-hand bat,left-arm medium,183
5574,4890,Adam Dale,12/30/68,,left-hand bat,right-arm fast-medium,2
59504,396580,Suman Ghimire,3/28/99,,right-hand bat,right-arm offbreak,185
1418,4916,Ian Davis,6/25/53,,right-hand bat,,2
79523,800395,Anas Khan,2/26/93,,left-hand bat,slow left-arm orthodox,19
53238,308691,James Ngoche,1/29/88,,right-hand bat,right-arm offbreak,26
106717,1204125,Abhijeet Ahuja,1/16/87,,right-hand bat,right-arm medium,139
95077,1059925,Aftab Hussain,11/17/97,,right-hand bat,slow left-arm orthodox,19
114646,1360704,Vishal Ahir,2/4/90,,right-hand bat,right-arm medium,183
106969,1209110,Basil Hameed,4/15/92,,right-hand bat,right-arm offbreak,27
10398,40043,Danish Kaneria,12/16/80,,right-hand bat,legbreak,7
11645,39038,Adnan Akmal,3/13/85,,right-hand bat,,7
323,47251,Louis Stricker,1884-05-26,2/5/60,right-hand bat,right-arm bowler,3
39,8998,Billy Barnes,1852-05-27,1899-03-24,right-hand bat,right-arm fast-medium,1
7192,22533,Ashley Wright,10/21/80,,right-hand bat,right-arm medium,1094
53786,320284,Raees Ahmadzai,9/3/84,,right-hand bat,right-arm offbreak,40
11922,38141,Jeetan Patel,5/7/80,,right-hand bat,right-arm offbreak,5
289,47168,Reggie Schwarz,1875-05-04,11/18/18,right-hand bat,right-arm medium,3
95872,1072487,Bhim Sharki,9/26/01,,right-hand bat,right-arm offbreak,32
110676,1287105,Nikunj Ahir,6/8/98,,right-hand bat,right-arm medium-fast,183
103341,1156489,Abdul Shakoor,3/19/99,,right-hand bat,right-arm offbreak,35
49125,232491,Anwar Ali,11/25/87,,right-hand bat,right-arm medium-fast,7
112441,1321183,Yogev Nagavkar,1/9/01,,right-hand bat,right-arm medium,22
1966,38124,Richard Petrie,8/23/67,,right-hand bat,right-arm fast-medium,5
103301,1156436,Ansar Iqbal,7/28/81,,right-hand bat,right-arm medium,175
64343,492707,Vichanath Singh,12/7/91,,left-hand bat,slow left-arm orthodox,207
8272,43363,Taufeeq Umar,6/20/81,,left-hand bat,right-arm offbreak,7
1886,55840,Andy Waller,9/25/59,,right-hand bat,right-arm medium,9
4130,47693,Johan van der Wath,1/10/78,,right-hand bat,right-arm medium-fast,3
105171,1182031,Khengar Bhal Ahir,1/12/86,,right-hand bat,right-arm medium,183
112023,1314056,Dylan Steyn,8/3/95,,left-hand bat,,126
107568,1217290,Aphsal Ashraf,11/23/91,,left-hand bat,,38
111335,1301686,Kapil Kumar,10/28/88,,right-hand bat,right-arm fast,179
1901,56038,Nasir Ahmed,1/1/64,,right-hand bat,,25
115559,1393326,Shaik Basha,11/21/05,,left-hand bat,,211
1462,23950,Frasat Ali,7/31/49,10/13/22,right-hand bat,right-arm medium,14
110311,1280665,Oscar Manishimwe,9/15/02,,right-hand bat,,191
58650,381030,Gihahn Cloete,10/4/92,,left-hand bat,right-arm offbreak,3
1220,15547,Jeff Jones,12/10/41,,right-hand bat,left-arm fast,1
45764,43871,Zulfiqar Babar,12/10/78,,right-hand bat,slow left-arm orthodox,7
292,47739,Bert Vogler,1876-11-28,8/9/46,right-hand bat,right-arm fast-medium,3
470,47188,Jack Siedle,1/11/03,8/24/82,right-hand bat,right-arm bowler,3
1365,16262,Peter Lever,9/17/40,,right-hand bat,right-arm fast-medium,1
53466,316153,Rajendra Chandrika,8/8/89,,right-hand bat,right-arm offbreak,4
1368,7002,Kerry O'Keeffe,11/25/49,,right-hand bat,legbreak googly,2
49218,233712,Stephan Myburgh,2/28/84,,left-hand bat,right-arm offbreak,15
96739,1082761,Daniel Smith,3/16/92,,right-hand bat,right-arm medium-fast,179
56882,348147,Ahsan Abbasi,8/24/94,,right-hand bat,right-arm offbreak,19
1622,20363,Graham Stevenson,12/16/55,1/21/14,right-hand bat,right-arm medium,1
1703,49213,Vinothen John,5/27/60,,right-hand bat,right-arm medium-fast,8
44909,39821,Aizaz Cheema,9/5/79,,right-hand bat,right-arm medium-fast,7
44683,48967,Hasantha Fernando,10/14/79,,right-hand bat,right-arm medium-fast,8
70978,633426,Waqas Khan,3/10/99,,right-hand bat,right-arm medium-fast,19
213,19331,KS Ranjitsinhji,1872-09-10,4/2/33,right-hand bat,,1
1836,55898,Gholam Nousher,10/6/64,,left-hand bat,left-arm medium,25
1896,55896,Gazi Ashraf,12/29/60,,right-hand bat,right-arm offbreak,25
1262,7117,Peter Philpott,11/21/34,10/31/21,right-hand bat,legbreak googly,2
103376,1156631,Zohaib Sarwar,10/4/90,,right-hand bat,right-arm medium-fast,185
46507,55944,Jahurul Islam,12/12/86,,right-hand bat,right-arm offbreak,25
69,19352,Walter Read,1855-11-23,1/6/07,right-hand bat,right-arm fast,1
1975,36308,Grant Bradburn,5/26/66,,right-hand bat,right-arm offbreak,5
565,44491,Syd Curnow,12/16/07,7/28/86,right-hand bat,,3
47194,56056,Nazmul Hossain,10/5/87,,right-hand bat,right-arm medium-fast,25
1419,5396,Gary Gilmour,6/26/51,6/10/14,left-hand bat,left-arm fast-medium,2
114908,1369884,Manan Ali,7/30/97,,right-hand bat,right-arm offbreak,154
49119,232443,Keegan Meth,2/8/88,,right-hand bat,right-arm medium-fast,9
51091,277911,George Worker,8/23/89,,left-hand bat,slow left-arm orthodox,5
290,47186,Percy Sherwell,1880-08-17,4/17/48,right-hand bat,,3
1584,33152,Bharath Reddy,11/12/54,,right-hand bat,,6
112039,1314465,Kranthi Venkataswamy,12/24/84,,right-hand bat,right-arm medium,126
108216,1236495,Taranjeet Singh,12/7/85,,right-hand bat,right-arm offbreak,188
106719,1204127,Zahir Mohammed,12/25/90,,right-hand bat,right-arm medium,139
51232,280490,JJ Smuts,9/21/88,,right-hand bat,slow left-arm orthodox,3
107318,1212829,Ali Naseer,3/9/04,,left-hand bat,right-arm medium,27
116158,1403963,Harprit Singh,11/8/92,,right-hand bat,right-arm medium-fast,165
73,18251,Tim O'Brien,1861-11-05,12/9/48,right-hand bat,left-arm bowler,1
1463,24010,Samuel Walusimbi,,,right-hand bat,left-arm medium,14
112350,1319478,Anoop Orsu,6/3/89,,right-hand bat,right-arm medium,161
47873,25481,Dewald Nel,6/6/80,,right-hand bat,right-arm medium-fast,30
97097,1093650,Wang Qi,8/15/96,,right-hand bat,right-arm medium,121
7282,30954,Jacob Martin,5/11/72,,right-hand bat,legbreak googly,6
1334,14024,John Hampshire,2/10/41,3/1/17,right-hand bat,legbreak,1
106293,1198940,Gohar Manan,3/3/89,,right-hand bat,right-arm offbreak,188
7781,35263,Virender Sehwag,10/20/78,,right-hand bat,right-arm offbreak,6
1751,7656,Steve Smith,10/18/61,,right-hand bat,,2
1427,14159,Mike Hendrick,10/22/48,7/27/21,right-hand bat,right-arm fast-medium,1
2102,38127,Blair Pocock,6/18/71,,right-hand bat,right-arm slow,5
505,46233,Bruce Mitchell,1/8/09,7/1/95,right-hand bat,legbreak,3
47604,52280,Leon Johnson,8/8/87,,left-hand bat,legbreak,4
24812,4433,Jeremy Bray,11/30/73,,left-hand bat,,29
108302,1241265,Aayan Afzal Khan,11/15/05,,right-hand bat,slow left-arm orthodox,27
106299,1198946,Ramesh Satheesan,3/11/82,,right-hand bat,right-arm offbreak,188
1852,19394,Jack Richards,8/10/58,,right-hand bat,right-arm medium,1
84755,919489,Shahid Wasif,5/15/97,,right-hand bat,right-arm offbreak,19
80,18489,Bobby Peel,1857-02-12,8/12/41,left-hand bat,slow left-arm orthodox,1
54571,330408,Chris Barnwell,1/6/87,,right-hand bat,right-arm medium-fast,4
65872,524093,Avinash Karn,2/4/95,,right-hand bat,left-arm medium,32
1308,51457,Steve Camacho,10/15/45,10/2/15,right-hand bat,legbreak googly,4
100600,1115860,Aristides Karvelas,3/20/94,,right-hand bat,right-arm medium-fast,137
106272,1198919,Atif Kamal,3/3/81,,right-hand bat,right-arm medium-fast,161
108183,1236047,Asif Bevinje,11/29/97,,right-hand bat,right-arm medium,188
7632,29990,Mohammad Kaif,12/1/80,,right-hand bat,right-arm offbreak,6
111317,1301599,Jordan Alegre,8/9/98,,right-hand bat,,179
1664,49623,Ranjan Madugalle,4/22/59,,right-hand bat,right-arm offbreak,8
35751,55628,Blessing Mahwire,7/31/82,,right-hand bat,right-arm fast-medium,9
222,9136,Jack Board,1867-02-23,4/15/24,right-hand bat,,1
1968,56094,Saiful Islam,4/14/69,,right-hand bat,right-arm medium,25
106723,1204131,Abishek Kheterpal,6/25/81,,right-hand bat,right-arm medium,139
1202,51465,Joey Carew,9/15/37,1/8/11,left-hand bat,,4
1618,32283,Sandeep Patil,8/18/56,,right-hand bat,right-arm medium,6
106297,1198944,Satvik Nadigotla,1/12/89,,right-hand bat,right-arm offbreak,188
102835,1152427,Dunith Wellalage,1/9/03,,left-hand bat,slow left-arm orthodox,8
1742,7115,Wayne Phillips,3/1/58,,left-hand bat,,2
60326,417385,Corey Bisson,6/19/93,,right-hand bat,right-arm medium,4083
1646,4561,Trevor Chappell,10/12/52,,right-hand bat,right-arm medium,2
1464,23972,Ramesh Sethi,9/4/41,,right-hand bat,right-arm offbreak,14
103762,1161020,Rashid Khan,2/21/01,,right-hand bat,right-arm medium-fast,32
112848,1326791,Buhle Dlamini,9/10/98,,right-hand bat,right-arm medium,4253
7430,55573,Alester Maregwede,8/5/81,,right-hand bat,,9
1711,34074,Laxman Sivaramakrishnan,12/31/65,,right-hand bat,legbreak googly,6
52,20350,Allan Steel,1858-09-24,6/15/14,right-hand bat,,1
35422,49598,Chamila Gamage,1/4/79,,right-hand bat,right-arm fast-medium,8
1585,36075,Yashpal Sharma,8/11/54,7/13/21,right-hand bat,right-arm medium,6
1161,15910,Barry Knight,2/18/38,,right-hand bat,right-arm fast-medium,1
64696,499592,Sandun Weerakkody,9/3/93,,left-hand bat,,8
47184,35281,Vikram Singh,9/17/84,,right-hand bat,right-arm medium-fast,6
567,47733,Ken Viljoen,5/14/10,1/21/74,right-hand bat,right-arm bowler,3
274,19365,Albert Relf,1874-06-26,3/26/37,right-hand bat,right-arm medium-fast,1
51242,280737,Saqlain Sajib,12/1/88,,left-hand bat,slow left-arm orthodox,25
2213,16925,Peter Martin,11/15/68,,right-hand bat,right-arm fast-medium,1
67364,553249,Bjorn Fortuin,10/21/94,,right-hand bat,slow left-arm orthodox,3
101844,1134974,Aarush Bhagwat,9/12/03,,right-hand bat,,19
108187,1236052,Sami Ullah,3/25/90,,right-hand bat,right-arm medium,188
18,20102,John Selby,1849-07-01,1894-03-11,right-hand bat,right-arm medium,1
47176,47663,Thandi Tshabalala,11/19/84,,right-hand bat,right-arm offbreak,3
7730,31034,Dinesh Mongia,4/17/77,,left-hand bat,slow left-arm orthodox,6
7160,40088,Faisal Iqbal,12/30/81,,right-hand bat,right-arm offbreak,7
1129,52636,Seymour Nurse,11/10/33,5/6/19,right-hand bat,right-arm offbreak,4
407,18418,Charlie Parker,1882-10-14,7/11/59,right-hand bat,slow left-arm orthodox,1
58081,370034,Ben Stevens,5/5/92,,left-hand bat,slow left-arm orthodox,4083
70517,605680,Janneman Malan,4/18/96,,right-hand bat,legbreak,3
70884,629070,Mohammad Saifuddin,11/1/96,,left-hand bat,right-arm medium-fast,25
74305,698143,Lutho Sipamla,5/12/98,,right-hand bat,right-arm fast-medium,3
1590,26948,Roger Binny,7/19/55,,right-hand bat,right-arm medium,6
114630,1360543,Ameer Hamzah,7/24/95,,left-hand bat,slow left-arm orthodox,200
1362,20182,Ken Shuttleworth,11/13/44,,right-hand bat,right-arm fast,1
17794,51258,Omari Banks,7/17/82,,right-hand bat,right-arm offbreak,4
564,44040,Xen Balaskas,10/15/10,5/12/94,right-hand bat,legbreak googly,3
115820,1397998,Umair Sharif,10/25/85,,right-hand bat,,154
1699,48446,Guy de Alwis,2/15/60,1/12/13,right-hand bat,,8
114456,1353033,Muhammad Jawadullah,3/12/99,,left-hand bat,left-arm fast-medium,27
67272,549950,Munim Shahriar,5/22/98,,right-hand bat,right-arm medium-fast,25
97026,1092394,Josef Doctora,5/24/97,,right-hand bat,right-arm offbreak,179
1465,23974,Shiraz Sumar,,,right-hand bat,,14
1475,23969,Don Pringle,5/1/32,10/4/75,,,14
788,45078,George Fullerton,12/8/22,11/19/02,right-hand bat,right-arm medium,3
4540,16975,Anthony McGrath,10/6/75,,right-hand bat,right-arm medium,1
47397,24605,Kevin O'Brien,3/4/84,,right-hand bat,right-arm medium-fast,29
1123,8513,David Allen,10/29/35,5/25/14,right-hand bat,right-arm offbreak,1
61947,444135,Sohag Gazi,8/5/91,,right-hand bat,right-arm offbreak,25
327,46745,Sid Pegler,1888-07-28,9/10/72,right-hand bat,right-arm medium,3
1632,6272,Geoff Lawson,12/7/57,,right-hand bat,right-arm fast,2
221,44079,Murray Bisset,1876-04-14,10/24/31,right-hand bat,slow left-arm orthodox,3
112795,1325907,Ibrahim Rahimi,11/8/01,,right-hand bat,right-arm medium-fast,175
7037,16281,Jon Lewis,8/26/75,,right-hand bat,right-arm medium,1
1848,51898,Tony Gray,5/23/63,,right-hand bat,right-arm fast,4
55246,333782,Timm van der Gugten,2/25/91,,right-hand bat,right-arm fast-medium,15
2188,7366,Gavin Robertson,5/28/66,,right-hand bat,right-arm offbreak,2
1428,30873,Madan Lal,3/20/51,,right-hand bat,right-arm medium,6
108188,1236053,Aftab Kayani,10/20/82,,right-hand bat,right-arm medium,188
7804,31820,Ashish Nehra,4/29/79,,right-hand bat,left-arm medium-fast,6
35946,50163,Dhammika Prasad,5/30/83,,right-hand bat,right-arm fast-medium,8
113472,1338585,Gede Priandana,10/3/97,,right-hand bat,,142
59445,394871,Ramith Rambukwella,9/8/91,,left-hand bat,right-arm offbreak,8
1315,18557,Pat Pocock,9/24/46,,right-hand bat,right-arm offbreak,1
104202,1167799,Amanpreet Sirah,12/6/03,,right-hand bat,legbreak googly,179
2156,36825,Heath Davis,11/30/71,,right-hand bat,right-arm fast,5
10415,55419,Gavin Ewing,1/21/81,,right-hand bat,right-arm offbreak,9
67282,550187,Zubayr Hamza,6/19/95,,right-hand bat,legbreak,3
49451,245287,Kenny Carroll,3/22/83,,right-hand bat,legbreak,29
1756,41301,Mohsin Kamal,6/16/63,,right-hand bat,right-arm fast,7
103222,1155609,Wilson Niyitanga,7/10/01,,right-hand bat,,191
1656,33187,Pranab Roy,2/10/57,,right-hand bat,right-arm medium,6
95204,1063728,Kyle Christie,4/20/93,,right-hand bat,right-arm medium-fast,19
1817,6549,Rod McCurdy,12/30/59,,right-hand bat,right-arm fast-medium,2
285,12807,Frederick Fane,1875-04-27,11/27/60,right-hand bat,,1
1647,6143,Martin Kent,11/23/53,,right-hand bat,,2
1969,38132,Mark Priest,8/12/61,,left-hand bat,slow left-arm orthodox,5
96728,1082750,Kadek Darmawan,6/11/96,,right-hand bat,,142
50292,267454,Rodney Trott,9/8/87,,right-hand bat,right-arm offbreak,12
8228,6038,Trent Johnston,4/29/74,,right-hand bat,right-arm fast-medium,29
1695,33816,Balwinder Sandhu,8/3/56,,right-hand bat,right-arm medium-fast,6
1830,56102,Shaheedur Rahman,1/1/63,,right-hand bat,,25
109782,1273412,Ignace  Ntirenganya,7/1/02,,right-hand bat,left-arm medium,191
1382,51653,Uton Dowe,3/29/49,,right-hand bat,right-arm fast,4
1569,5685,Rodney Hogg,3/5/51,,right-hand bat,right-arm fast,2
7233,24249,Ed Joyce,9/22/78,,left-hand bat,right-arm medium,29
69377,595004,Kyle Verreynne,5/12/97,,right-hand bat,right-arm offbreak,3
70880,629066,Jubair Hossain,9/12/95,,right-hand bat,legbreak,25
1651,8198,Dirk Wellham,3/13/59,,right-hand bat,,2
94956,1058924,Nasrulla Rana,9/11/02,,right-hand bat,right-arm medium-fast,19
109950,1275721,Asanka Weligamage,2/26/84,,right-hand bat,right-arm medium-fast,139
1727,55275,Robin Brown,3/11/51,,right-hand bat,right-arm medium,9
6354,47711,Morne van Wyk,3/20/79,,right-hand bat,slow left-arm orthodox,3
252,9203,Len Braund,1875-10-18,12/23/55,right-hand bat,legbreak,1
1281,52064,David Holford,4/16/40,5/30/22,right-hand bat,legbreak,4
1177,17032,Geoff Millman,10/2/34,4/6/05,right-hand bat,right-arm offbreak,1
96720,1082742,Kadek Gamantika,11/6/94,,right-hand bat,,142
46177,44014,John Anderson,10/6/82,,right-hand bat,right-arm offbreak,29
45405,51436,Tino Best,8/26/81,,right-hand bat,right-arm fast,4
510,46216,Quintin McMillan,6/23/04,7/3/48,right-hand bat,legbreak googly,3
114028,1345195,Dax Richards,1/21/81,,right-hand bat,right-arm medium-fast,201
1466,23956,Jawahir Shah,,9/15/19,right-hand bat,,14
1263,7934,Grahame Thomas,3/21/38,,right-hand bat,,2
352,44426,Claude Carter,1881-04-23,11/8/52,right-hand bat,slow left-arm orthodox,3
325,48109,Billy Zulch,1886-01-02,5/19/24,right-hand bat,right-arm medium,3
1482,50840,Sunil Wettimuny,2/2/49,,right-hand bat,right-arm medium,8
1183,52053,Jackie Hendriks,12/21/33,,right-hand bat,,4
53268,308798,D'Arcy Short,8/9/90,,left-hand bat,left-arm wrist-spin,2
49423,243942,Dave Langford-Smith,12/7/76,,right-hand bat,right-arm fast-medium,29
53129,308294,Stuart Poynter,10/18/90,,right-hand bat,,29
10232,55915,Hannan Sarkar,12/1/82,,right-hand bat,right-arm medium,25
66493,535393,Senuran Muthusamy,2/22/94,,left-hand bat,slow left-arm orthodox,3
1389,52285,Alvin Kallicharran,3/21/49,,left-hand bat,right-arm offbreak,4
113475,1338592,Padmakar Surve,8/31/81,,right-hand bat,,142
112809,1325921,Ramanjot Singh,12/10/85,,right-hand bat,right-arm offbreak,197
65446,518097,Ahsan Malik,8/29/89,,right-hand bat,right-arm medium-fast,15
165,16328,Bill Lockwood,1868-03-25,4/26/32,right-hand bat,right-arm fast,1
112024,1314057,Ritik Tomar,2/3/92,,right-hand bat,right-arm medium-fast,126
280,11875,Lucky Denton,1874-07-04,2/16/50,right-hand bat,right-arm medium-fast,1
1386,52823,Lawrence Rowe,1/8/49,,right-hand bat,left-arm fast-medium,4
104107,1167318,Danilson Hawoe,2/19/01,,right-hand bat,right-arm medium,142
10390,38418,Shanan Stewart,6/21/82,,right-hand bat,right-arm medium,5
1729,51870,Richard Gabriel,6/5/52,,right-hand bat,right-arm offbreak,4
548,51903,Mervyn Grell,1899-12-18,1/11/76,right-hand bat,right-arm medium,4
111312,1301593,Miggy Podosky,10/20/89,,right-hand bat,right-arm medium,179
103118,1155505,Frederico Carava,9/25/01,,right-hand bat,right-arm medium,171
116160,1403965,Seetharam Guruvayoorappan,7/20/82,,left-hand bat,right-arm medium-fast,165
105938,1194795,Matheesha Pathirana,12/18/02,,right-hand bat,right-arm fast,8
10348,24603,Dom Joyce,6/14/81,,right-hand bat,,29
60515,421892,Tanbir Hayder,12/5/91,,right-hand bat,legbreak,25
35756,55736,Barney Rogers,8/20/82,,left-hand bat,right-arm offbreak,9
24776,50482,Kaushal Silva,5/27/86,,right-hand bat,,8
779,47003,Athol Rowan,2/7/21,2/22/98,right-hand bat,right-arm offbreak,3
104106,1167317,Kirubasankar Ramamoorthy,11/6/89,,right-hand bat,right-arm offbreak,142
70228,598905,Imran Butt,12/27/95,,right-hand bat,,7
1528,4208,Ray Bright,7/13/54,,right-hand bat,slow left-arm orthodox,2
82071,877051,Tom Banton,11/11/98,,right-hand bat,,1
2202,56222,Anisur Rahman,3/1/71,,,left-arm medium-fast,25
661,47548,Denis Tomlinson,9/4/10,7/11/93,right-hand bat,legbreak googly,3
103016,1153796,Charlie Rumistrzewicz,5/3/05,,right-hand bat,slow left-arm orthodox,200
96723,1082745,Anjar Tadarus,2/1/85,,right-hand bat,right-arm medium-fast,142
112808,1325920,Muhammad Siddiqui,4/3/91,,left-hand bat,right-arm medium-fast,197
52902,307226,Darren Cato,9/3/91,,right-hand bat,right-arm medium,39
58080,370033,Anthony Hawkins-Kay,5/19/90,,right-hand bat,right-arm fast-medium,4083
233,22311,Pelham Warner,1873-10-02,1/30/63,right-hand bat,right-arm slow,1
12209,48487,Dilhara Lokuhettige,7/3/80,,right-hand bat,right-arm fast-medium,8
1467,23952,Harilal Shah,4/14/43,6/11/14,right-hand bat,right-arm medium,26
92351,1013211,Chima Akachukwu,5/28/00,,right-hand bat,right-arm medium,173
115361,1387424,Zhao Tianle,2/28/03,,right-hand bat,right-arm offbreak,121
60322,417381,Andy McBrine,4/30/93,,left-hand bat,right-arm offbreak,29
34585,52490,Dave Mohammed,10/8/79,,left-hand bat,left-arm wrist-spin,4
96714,1082736,Ahmad Ramdoni,2/16/85,,right-hand bat,,142
1201,38388,Mike Shrimpton,6/23/40,6/13/15,right-hand bat,legbreak,5
61849,440780,Keaton Jennings,6/19/92,,left-hand bat,right-arm medium-fast,1
1832,56066,Rafiqul Alam,10/4/57,,right-hand bat,right-arm fast-medium,25
1150,6270,Bill Lawry,2/11/37,,left-hand bat,left-arm medium,2
54112,324260,Sarel Erwee,11/10/89,,left-hand bat,right-arm offbreak,3
112590,1323622,Ushan Thenannahelage,1/3/93,,right-hand bat,,126
1782,5385,Dave Gilbert,12/29/60,,right-hand bat,right-arm fast-medium,2
112802,1325914,Ayyaz Qureshi,10/21/82,,right-hand bat,right-arm medium-fast,197
72167,665053,Zak Crawley,2/3/98,,right-hand bat,right-arm offbreak,1
113473,1338587,Ketut Artawan,4/23/00,,right-hand bat,,142
566,46577,Bob Newson,12/2/10,4/24/88,right-hand bat,right-arm fast,3
1197,5611,Neil Hawke,6/27/39,12/25/00,right-hand bat,right-arm medium-fast,2
104105,1167316,Grant Russ,1/12/91,,right-hand bat,right-arm medium,179
110316,1280670,Israel Mugisha,3/21/05,,right-hand bat,legbreak,191
1468,23961,Mehmood Quaraishy,2/4/42,,,,14
112849,1326792,Hamilton Nyakatawa,8/23/96,,right-hand bat,,4253
553,21568,Leslie Townsend,6/8/03,2/17/93,right-hand bat,right-arm medium,1
60126,414038,Savindra Amaradasa,8/26/87,,right-hand bat,right-arm offbreak,164
48196,55472,Trevor Garwe,6/27/86,,left-hand bat,right-arm fast-medium,9
1630,41263,Mansoor Akhtar,12/25/57,,right-hand bat,right-arm medium,7
10422,55414,Sean Ervine,12/6/82,,left-hand bat,right-arm medium,9
1159,20236,David Smith,10/5/34,12/17/03,right-hand bat,right-arm medium,1
52362,300617,Rony Talukdar,10/10/90,,right-hand bat,right-arm slow-medium,25
63987,486672,Theunis de Bruyn,10/8/92,,right-hand bat,right-arm medium-fast,3
56835,348059,Barry McCarthy,9/13/92,,right-hand bat,right-arm fast-medium,29
104109,1167320,Ferdinando Banunaek,10/25/01,,right-hand bat,right-arm medium,142
74941,713811,Tinashe Kamunhukamwe,7/10/95,,right-hand bat,right-arm offbreak,9
49455,245373,Anthony Martin,11/18/82,,right-hand bat,legbreak,4
46936,46942,Aaron Phangiso,1/21/84,,right-hand bat,slow left-arm orthodox,3
112807,1325919,Shahid Arshad,2/5/85,,right-hand bat,right-arm medium-fast,197
1846,36297,Tony Blain,2/17/62,,right-hand bat,legbreak,5
1520,51485,Colin Croft,3/15/53,,right-hand bat,right-arm fast,4
172,4897,Joe Darling,1870-11-21,1/2/46,left-hand bat,,2
100796,1116759,Maxi Koda,5/18/94,,right-hand bat,right-arm medium-fast,142
104241,1167838,Ahmed Baladraf,4/11/03,,left-hand bat,slow left-arm orthodox,154
112589,1323621,Sonny Clephane,8/4/04,,right-hand bat,right-arm offbreak,126
111311,1301592,Hern Isorena,10/16/81,,right-hand bat,,179
106725,1204133,Nishanta Liyanage,2/12/80,,right-hand bat,right-arm medium,139
97123,1093863,Tenzin Wangchuk jnr,1/1/97,,right-hand bat,right-arm offbreak,112
1734,37103,Evan Gray,11/18/54,,right-hand bat,slow left-arm orthodox,5
8305,17134,Tim Murtagh,8/2/81,,left-hand bat,right-arm fast-medium,29
1469,23977,Zulfiqar Ali,,,right-hand bat,right-arm medium,14
19653,41440,Mohammad Iqbal,12/31/73,,right-hand bat,right-arm fast-medium,17
66416,534734,Chirag Suri,2/18/95,,right-hand bat,right-arm offbreak,27
1900,55897,Golam Faruq,7/24/62,,right-hand bat,right-arm fast-medium,25
21404,55774,Richard Sims,7/23/79,,right-hand bat,right-arm offbreak,9
1594,8224,Julien Wiener,5/1/55,,right-hand bat,right-arm offbreak,2
103542,1159155,Kim Daeyeon,6/22/95,,right-hand bat,legbreak,195
294,17070,Leonard Moon,1878-02-09,11/23/16,right-hand bat,,1
65913,524845,Peter Chase,10/9/93,,right-hand bat,right-arm medium-fast,29
49118,232442,Prince Masvaure,10/7/88,,left-hand bat,left-arm fast-medium,9
71869,653695,Matt Parkinson,10/24/96,,right-hand bat,legbreak,1
256,5703,Bert Hopkins,1874-05-03,4/25/31,right-hand bat,right-arm fast-medium,2
49452,245288,Thinus Fourie,7/23/79,,right-hand bat,right-arm medium-fast,29
60945,428366,Lahiru Madushanka,9/12/92,,right-hand bat,right-arm fast-medium,8
112811,1325923,Waqar Khan,1/1/96,,right-hand bat,,197
93941,1046603,Mudassar Muhammad,4/2/81,,right-hand bat,right-arm offbreak,35
111313,1301595,Gurbhupinder Chohan,10/12/95,,right-hand bat,right-arm medium,179
110317,1280671,Emile Rukiriza,7/27/03,,right-hand bat,right-arm offbreak,191
361,45404,Philip Hands,1890-03-18,4/27/51,right-hand bat,right-arm bowler,3
890,44441,Geoff Chubb,4/12/11,8/28/82,right-hand bat,right-arm medium-fast,3
92357,1013219,Abiodun Abioye,11/21/92,,right-hand bat,right-arm medium,173
115362,1387425,Ma Qiancheng,12/10/04,,right-hand bat,right-arm medium-fast,121
6,12518,Tom Emmett,1841-09-03,6/30/04,left-hand bat,left-arm fast,1
45339,55640,Waddington Mwayenga,6/20/84,,right-hand bat,right-arm medium,9
67876,570854,Jack Wildermuth,9/1/93,,right-hand bat,right-arm medium-fast,2
113489,1338631,Aamir Lal,8/10/90,,right-hand bat,right-arm offbreak,195
115819,1397997,Khalander Mustafa,10/3/81,,right-hand bat,left-arm medium,154
1377,38744,Murray Webb,6/22/47,,right-hand bat,right-arm fast,5
